Dataset	PlexID
01MOTRPAC_Pass1B-06_66_PH_PN_20200810_f01_05November20_Romulus_WBEH-20-09-13	01
01MOTRPAC_Pass1B-06_66_PH_PN_20200810_f02_05November20_Romulus_WBEH-20-09-13	01
01MOTRPAC_Pass1B-06_66_PH_PN_20200810_f03_05November20_Romulus_WBEH-20-09-13	01
01MOTRPAC_Pass1B-06_66_PH_PN_20200810_f04_05November20_Romulus_WBEH-20-09-13	01
01MOTRPAC_Pass1B-06_66_PH_PN_20200810_f05_12November20_Romulus_WBEH-20-09-13	01
01MOTRPAC_Pass1B-06_66_PH_PN_20200810_f06_12November20_Romulus_WBEH-20-09-13	01
01MOTRPAC_Pass1B-06_66_PH_PN_20200810_f07_12November20_Romulus_WBEH-20-09-13	01
01MOTRPAC_Pass1B-06_66_PH_PN_20200810_f08_12November20_Romulus_WBEH-20-09-13	01
01MOTRPAC_Pass1B-06_66_PH_PN_20200810_f09_16November20_Romulus_WBEH-20-09-13	01
01MOTRPAC_Pass1B-06_66_PH_PN_20200810_f10_16November20_Romulus_WBEH-20-09-13	01
01MOTRPAC_Pass1B-06_66_PH_PN_20200810_f11_16November20_Romulus_WBEH-20-09-13	01
01MOTRPAC_Pass1B-06_66_PH_PN_20200810_f12_16November20_Romulus_WBEH-20-09-13	01
02MOTRPAC_Pass1B-06_66_PH_PN_20200810_f01_05November20_Romulus_WBEH-20-09-13	02
02MOTRPAC_Pass1B-06_66_PH_PN_20200810_f02_05November20_Romulus_WBEH-20-09-13	02
02MOTRPAC_Pass1B-06_66_PH_PN_20200810_f03_05November20_Romulus_WBEH-20-09-13	02
02MOTRPAC_Pass1B-06_66_PH_PN_20200810_f04_05November20_Romulus_WBEH-20-09-13	02
02MOTRPAC_Pass1B-06_66_PH_PN_20200810_f05_12November20_Romulus_WBEH-20-09-13	02
02MOTRPAC_Pass1B-06_66_PH_PN_20200810_f06_12November20_Romulus_WBEH-20-09-13	02
02MOTRPAC_Pass1B-06_66_PH_PN_20200810_f07_12November20_Romulus_WBEH-20-09-13	02
02MOTRPAC_Pass1B-06_66_PH_PN_20200810_f08_12November20_Romulus_WBEH-20-09-13	02
02MOTRPAC_Pass1B-06_66_PH_PN_20200810_f09_16November20_Romulus_WBEH-20-09-13	02
02MOTRPAC_Pass1B-06_66_PH_PN_20200810_f10_16November20_Romulus_WBEH-20-09-13	02
02MOTRPAC_Pass1B-06_66_PH_PN_20200810_f11_16November20_Romulus_WBEH-20-09-13	02
02MOTRPAC_Pass1B-06_66_PH_PN_20200810_f12_16November20_Romulus_WBEH-20-09-13	02
03MOTRPAC_Pass1B-06_66_PH_PN_20200810_f01_05November20_Romulus_WBEH-20-09-13	03
03MOTRPAC_Pass1B-06_66_PH_PN_20200810_f02_05November20_Romulus_WBEH-20-09-13	03
03MOTRPAC_Pass1B-06_66_PH_PN_20200810_f03_05November20_Romulus_WBEH-20-09-13	03
03MOTRPAC_Pass1B-06_66_PH_PN_20200810_f04_05November20_Romulus_WBEH-20-09-13	03
03MOTRPAC_Pass1B-06_66_PH_PN_20200810_f05_12November20_Romulus_WBEH-20-09-13	03
03MOTRPAC_Pass1B-06_66_PH_PN_20200810_f06_12November20_Romulus_WBEH-20-09-13	03
03MOTRPAC_Pass1B-06_66_PH_PN_20200810_f07_12November20_Romulus_WBEH-20-09-13	03
03MOTRPAC_Pass1B-06_66_PH_PN_20200810_f08_12November20_Romulus_WBEH-20-09-13	03
03MOTRPAC_Pass1B-06_66_PH_PN_20200810_f09_16November20_Romulus_WBEH-20-09-13	03
03MOTRPAC_Pass1B-06_66_PH_PN_20200810_f10_16November20_Romulus_WBEH-20-09-13	03
03MOTRPAC_Pass1B-06_66_PH_PN_20200810_f11_16November20_Romulus_WBEH-20-09-13	03
03MOTRPAC_Pass1B-06_66_PH_PN_20200810_f12_16November20_Romulus_WBEH-20-09-13	03
04MOTRPAC_Pass1B-06_66_PH_PN_20200810_f01_05November20_Romulus_WBEH-20-09-13	04
04MOTRPAC_Pass1B-06_66_PH_PN_20200810_f02_05November20_Romulus_WBEH-20-09-13	04
04MOTRPAC_Pass1B-06_66_PH_PN_20200810_f03_05November20_Romulus_WBEH-20-09-13	04
04MOTRPAC_Pass1B-06_66_PH_PN_20200810_f04_05November20_Romulus_WBEH-20-09-13	04
04MOTRPAC_Pass1B-06_66_PH_PN_20200810_f05_12November20_Romulus_WBEH-20-09-13	04
04MOTRPAC_Pass1B-06_66_PH_PN_20200810_f06_12November20_Romulus_WBEH-20-09-13	04
04MOTRPAC_Pass1B-06_66_PH_PN_20200810_f07_12November20_Romulus_WBEH-20-09-13	04
04MOTRPAC_Pass1B-06_66_PH_PN_20200810_f08_12November20_Romulus_WBEH-20-09-13	04
04MOTRPAC_Pass1B-06_66_PH_PN_20200810_f09_16November20_Romulus_WBEH-20-09-13	04
04MOTRPAC_Pass1B-06_66_PH_PN_20200810_f10_16November20_Romulus_WBEH-20-09-13	04
04MOTRPAC_Pass1B-06_66_PH_PN_20200810_f11_16November20_Romulus_WBEH-20-09-13	04
04MOTRPAC_Pass1B-06_66_PH_PN_20200810_f12_24November20_Romulus_WBEH-20-09-13	04
05MOTRPAC_Pass1B-06_66_PH_PN_20200810_f01_05November20_Romulus_WBEH-20-09-13	05
05MOTRPAC_Pass1B-06_66_PH_PN_20200810_f02_05November20_Romulus_WBEH-20-09-13	05
05MOTRPAC_Pass1B-06_66_PH_PN_20200810_f03_05November20_Romulus_WBEH-20-09-13	05
05MOTRPAC_Pass1B-06_66_PH_PN_20200810_f04_05November20_Romulus_WBEH-20-09-13	05
05MOTRPAC_Pass1B-06_66_PH_PN_20200810_f05_12November20_Romulus_WBEH-20-09-13	05
05MOTRPAC_Pass1B-06_66_PH_PN_20200810_f06_12November20_Romulus_WBEH-20-09-13	05
05MOTRPAC_Pass1B-06_66_PH_PN_20200810_f07_12November20_Romulus_WBEH-20-09-13	05
05MOTRPAC_Pass1B-06_66_PH_PN_20200810_f08_12November20_Romulus_WBEH-20-09-13	05
05MOTRPAC_Pass1B-06_66_PH_PN_20200810_f09_16November20_Romulus_WBEH-20-09-13	05
05MOTRPAC_Pass1B-06_66_PH_PN_20200810_f10_16November20_Romulus_WBEH-20-09-13	05
05MOTRPAC_Pass1B-06_66_PH_PN_20200810_f11_16November20_Romulus_WBEH-20-09-13	05
05MOTRPAC_Pass1B-06_66_PH_PN_20200810_f12_16November20_Romulus_WBEH-20-09-13	05
06MOTRPAC_Pass1B-06_66_PH_PN_20200810_f01_05November20_Romulus_WBEH-20-09-13	06
06MOTRPAC_Pass1B-06_66_PH_PN_20200810_f02_05November20_Romulus_WBEH-20-09-13	06
06MOTRPAC_Pass1B-06_66_PH_PN_20200810_f03_05November20_Romulus_WBEH-20-09-13	06
06MOTRPAC_Pass1B-06_66_PH_PN_20200810_f04_05November20_Romulus_WBEH-20-09-13	06
06MOTRPAC_Pass1B-06_66_PH_PN_20200810_f05_12November20_Romulus_WBEH-20-09-13	06
06MOTRPAC_Pass1B-06_66_PH_PN_20200810_f06_12November20_Romulus_WBEH-20-09-13	06
